Year,Jan_tmax,Feb_tmax,Mar_tmax,Apr_tmax,May_tmax,Jun_tmax,Jul_tmax,Aug_tmax,Sep_tmax,Oct_tmax,Nov_tmax,Dec_tmax,Avg/Total_tmax,Jan_tmin,Feb_tmin,Mar_tmin,Apr_tmin,May_tmin,Jun_tmin,Jul_tmin,Aug_tmin,Sep_tmin,Oct_tmin,Nov_tmin,Dec_tmin,Avg/Total_tmin,Jan_pr,Feb_pr,Mar_pr,Apr_pr,May_pr,Jun_pr,Jul_pr,Aug_pr,Sep_pr,Oct_pr,Nov_pr,Dec_pr,Avg/Total_pr,PLANTED,HARVEST,YIELD,PRODUCED,BEGIN,TOTSUP,EXPORTS,FEED,FSI,CONS,ENDING,FPRICE,Ethanol
1980.0,304.6046511627907,298.0581395348837,419.25,611.5813953488372,741.0348837209302,816.3604651162791,894.0930232558139,853.9069767441861,772.0988372093024,613.2790697674419,498.36046511627904,361.02906976744185,598.5930232558139,133.6453488372093,112.76162790697674,221.90697674418604,365.0639534883721,481.30232558139534,568.25,638.5755813953489,620.9883720930233,516.6860465116279,361.43023255813955,279.3720930232558,173.79651162790697,372.7848837209302,106.93023255813954,97.66279069767442,257.72093023255815,176.19767441860466,249.22674418604652,386.9593023255814,274.1337209302326,556.0406976744187,274.4651162790698,189.4593023255814,77.86627906976744,98.47674418604652,2745.3720930232557,84043.0,72961.0,91.0,6639.0,2034.0,8675.0,2391.0,4232.0,659.0,7282.0,1392.0,3.12,35.0
1981.0,347.02890173410407,399.28901734104045,513.0404624277456,666.9306358381502,686.1849710982659,818.2658959537572,838.7283236994219,810.2947976878613,749.1734104046243,605.335260115607,512.4161849710982,321.4393063583815,605.7167630057803,124.33526011560694,173.41040462427745,270.90751445086704,419.12138728323697,453.6820809248555,585.3236994219653,628.9421965317919,595.693641618497,502.32369942196533,384.39306358381504,306.02312138728325,152.29479768786126,383.0346820809249,21.502890173410403,155.43930635838151,134.98265895953756,366.3815028901734,482.35838150289015,443.514450867052,499.1791907514451,478.90751445086704,237.5664739884393,240.4450867052023,182.8150289017341,154.90751445086704,3398.184971098266,84097.0,74524.0,108.9,8119.0,1392.0,9511.0,1997.0,4245.0,733.0,6975.0,2537.0,2.47,86.0
1982.0,222.075,319.18125,448.5625,569.74375,738.8125,756.75,851.3625,811.625,729.93125,636.38125,456.325,400.5875,578.425,8.03125,118.71875,250.20625,328.525,516.05625,529.73125,629.0375,590.025,509.5375,401.7125,270.2375,231.9625,365.3125,287.20625,88.86875,288.125,233.825,565.06875,353.55,451.125,344.725,269.39375,297.39375,304.75,384.6375,3868.86875,81857.0,72719.0,113.2,8235.0,2537.0,10772.0,1821.0,4573.0,855.0,7249.0,3523.0,2.55,140.0
1983.0,325.3536585365854,391.9207317073171,458.6158536585366,535.060975609756,675.1158536585366,802.6219512195122,890.9268292682926,900.6951219512196,778.5853658536586,626.939024390244,474.3292682926829,192.4939024390244,587.7256097560976,178.78658536585365,220.1219512195122,290.030487804878,343.2865853658537,443.4268292682927,573.5060975609756,647.0487804878048,646.5853658536586,514.0914634146342,416.2439024390244,310.1829268292683,30.6890243902439,384.4878048780488,82.10975609756098,82.85365853658537,302.1585365853659,368.109756097561,502.0487804878049,494.1646341463415,238.09146341463415,258.3658536585366,270.7134146341463,368.2743902439024,407.6463414634146,202.7012195121951,3577.579268292683,60207.0,51479.0,81.1,4174.0,3523.0,7699.0,1886.0,3876.0,930.0,6693.0,1006.0,3.21,160.0
1984.0,279.73417721518985,420.5253164556962,386.13291139240505,567.7025316455696,686.5759493670886,824.1645569620254,844.2215189873418,863.1708860759494,731.1645569620254,632.9873417721519,481.2911392405063,379.89240506329116,591.4620253164557,101.5253164556962,233.72151898734177,217.69620253164558,371.2721518987342,456.5886075949367,593.7594936708861,599.373417721519,608.7278481012659,482.7721518987342,433.09493670886076,269.99367088607596,180.5379746835443,379.0759493670886,60.25316455696203,144.49367088607596,257.77848101265823,502.99367088607596,415.0126582278481,437.84177215189874,289.9873417721519,179.6139240506329,274.90506329113924,464.50632911392404,242.8860759493671,256.90506329113924,3527.3860759493673,80517.0,71897.0,106.7,7672.0,1006.0,8680.0,1850.0,4115.0,1067.0,7032.0,1648.0,2.63,232.0
1985.0,262.21153846153845,311.86538461538464,519.1025641025641,659.6987179487179,750.6153846153846,783.9294871794872,851.1410256410256,793.6025641025641,730.7948717948718,630.2179487179487,410.37179487179486,268.05128205128204,581.0064102564103,67.35897435897436,113.91666666666667,300.35897435897436,412.90384615384613,502.96153846153845,545.9166666666666,606.1923076923077,577.1346153846154,517.7435897435897,408.0128205128205,247.6346153846154,65.92948717948718,363.86538461538464,106.78205128205128,181.98717948717947,334.0576923076923,257.25,386.12820512820514,363.3397435897436,326.21794871794873,447.8525641025641,339.5128205128205,299.5128205128205,452.03846153846155,148.06410256410257,3642.852564102564,83398.0,75209.0,118.0,8875.0,1648.0,10534.0,1227.0,4114.0,1153.0,6494.0,4040.0,2.23,271.0
1986.0,367.3333333333333,332.6533333333333,522.8133333333334,643.5466666666666,723.5066666666667,830.1666666666666,864.1333333333333,798.5,753.5133333333333,625.2866666666666,436.58666666666664,364.97333333333336,605.2466666666667,155.61333333333334,156.88,292.9866666666667,391.0133333333333,495.7266666666667,594.2333333333333,642.6866666666666,565.1866666666666,543.14,412.3466666666667,243.04666666666665,201.32666666666665,391.14666666666665,38.32,165.93333333333334,187.4,356.14666666666665,417.46666666666664,410.22,497.1333333333333,320.1666666666667,540.3,354.1,146.18666666666667,111.90666666666667,3545.5533333333333,76580.0,68907.0,119.4,8226.0,4040.0,12267.0,1492.0,4659.0,1234.0,7385.0,4882.0,1.5,289.992
1987.0,342.0844155844156,440.8051948051948,508.0194805194805,659.7792207792207,774.8311688311688,848.0519480519481,869.2402597402597,820.422077922078,762.9285714285714,593.9415584415584,511.77272727272725,367.987012987013,624.987012987013,161.4090909090909,234.8896103896104,294.53246753246754,383.6168831168831,523.5454545454545,597.7792207792207,641.6558441558442,597.4675324675325,509.1753246753247,338.1623376623377,320.3766233766234,223.07142857142858,402.1623376623377,79.42857142857143,71.95454545454545,312.77272727272725,176.66883116883116,369.3246753246753,312.6623376623377,457.6168831168831,460.56493506493507,228.07142857142858,104.3896103896104,232.01298701298703,258.77272727272725,3064.5194805194806,66200.0,59505.0,119.8,7131.0,4882.0,12016.0,1716.0,4789.0,1251.0,7757.0,4259.0,1.94,279.14599999999996
1988.0,280.46153846153845,326.56410256410254,494.3397435897436,628.8269230769231,777.8525641025641,879.4166666666666,885.6410256410256,877.2628205128206,771.6217948717949,592.0,484.7564102564103,380.8269230769231,614.9166666666666,78.41025641025641,114.23717948717949,263.79487179487177,353.1602564102564,496.7564102564103,588.1025641025641,625.9294871794872,625.1217948717949,512.5064102564103,344.53205128205127,285.9294871794872,168.44230769230768,371.43589743589746,132.6602564102564,128.5897435897436,182.60256410256412,211.2948717948718,236.25,143.71794871794873,288.59615384615387,332.03846153846155,320.0769230769231,153.07051282051282,317.3397435897436,139.53205128205127,2586.0128205128203,67717.0,58250.0,84.6,4929.0,4259.0,9191.0,2028.0,3934.0,1297.0,7260.0,1930.0,2.54,287.445
1989.0,396.9254658385093,272.9130434782609,458.60869565217394,616.8260869565217,711.2360248447205,796.2298136645962,858.4658385093168,826.1739130434783,731.5031055900621,658.5155279503106,468.6832298136646,255.54658385093168,587.6335403726708,191.8136645962733,75.27950310559007,241.52173913043478,364.7391304347826,460.3478260869565,560.9565217391304,633.3540372670808,599.7515527950311,495.2111801242236,388.9751552795031,245.85714285714286,53.88198757763975,359.3167701863354,134.77018633540374,132.7391304347826,220.50310559006212,247.1552795031056,333.1552795031056,366.53416149068323,366.1552795031056,389.0372670807453,435.03105590062114,134.1863354037267,114.07453416149069,74.93788819875776,2948.503105590062,72322.0,64783.0,116.3,7532.0,1930.0,9464.0,2367.0,4382.0,1370.0,8120.0,1344.0,2.36,321.44599999999997
1990.0,419.0636942675159,408.68152866242036,505.54777070063693,604.7834394904459,677.2420382165606,816.0891719745223,832.4968152866242,825.4968152866242,781.2547770700637,637.891719745223,534.7388535031847,340.7770700636943,615.3184713375796,215.22292993630575,194.39490445859872,303.0127388535032,363.12738853503186,459.9363057324841,588.140127388535,613.8216560509554,600.4649681528663,536.5031847133758,375.2738853503185,305.94267515923565,140.80254777070064,391.38216560509557,126.21019108280255,219.48407643312103,304.73248407643314,232.22929936305732,568.9554140127389,563.3694267515923,450.11464968152865,366.89171974522293,174.13375796178343,302.96815286624206,208.03184713375796,312.5031847133758,3829.828025477707,74166.0,66952.0,118.5,7934.0,1344.0,9282.0,1727.0,4609.0,1425.0,7761.0,1521.0,2.28,349.06800000000004
1991.0,277.0426829268293,424.1890243902439,510.969512195122,633.7012195121952,749.469512195122,839.670731707317,858.3353658536586,847.3841463414634,758.1768292682926,637.7926829268292,403.3292682926829,380.9268292682927,610.0975609756098,96.7560975609756,212.23170731707316,288.1280487804878,410.8231707317073,542.6585365853658,617.310975609756,624.0487804878048,607.4085365853658,511.3475609756098,391.890243902439,236.14634146341464,209.1890243902439,395.6707317073171,107.1890243902439,92.09146341463415,332.4146341463415,357.3719512195122,473.5060975609756,298.9146341463415,269.530487804878,271.2987804878049,285.0487804878049,319.7682926829268,319.7439024390244,158.9329268292683,3285.951219512195,75957.0,68822.0,108.6,7475.0,1521.0,9016.0,1584.0,4798.0,1533.0,7915.0,1100.0,2.37,398.264
1992.0,364.9612903225806,424.1677419354839,499.18709677419355,586.3354838709678,726.8322580645162,781.1677419354838,793.1935483870968,776.9290322580645,737.8064516129032,632.1677419354838,418.65806451612906,336.18709677419355,589.7935483870967,199.7741935483871,252.3741935483871,293.01935483870966,366.9032258064516,470.06451612903226,545.7483870967742,596.1290322580645,556.8709677419355,499.56129032258065,383.8451612903226,297.50967741935483,177.8967741935484,386.61290322580646,121.07741935483871,108.34838709677419,249.4516129032258,265.13548387096773,193.10967741935485,293.2774193548387,732.174193548387,310.6709677419355,391.1677419354839,167.93548387096774,411.9741935483871,171.78064516129032,3416.3225806451615,79311.0,72077.0,131.5,9477.0,1100.0,10584.0,1663.0,5252.0,1556.0,8471.0,2113.0,2.07,425.51
1993.0,295.8766233766234,299.6363636363636,426.5584415584416,568.4415584415584,708.4480519480519,776.5324675324675,821.8636363636364,822.6493506493506,690.6038961038961,610.7792207792207,441.4155844155844,350.3051948051948,567.7662337662338,123.96753246753246,126.65584415584415,247.7012987012987,357.038961038961,483.15584415584414,565.1298701298701,635.012987012987,616.2597402597403,477.56493506493507,371.5194805194805,256.4155844155844,196.5909090909091,371.4220779220779,217.0,134.28571428571428,220.6818181818182,379.76623376623377,423.47402597402595,661.0974025974026,733.2532467532468,539.1298701298701,457.1753246753247,192.66233766233765,276.7792207792208,121.76623376623377,4357.188311688312,73239.0,62933.0,100.7,6338.0,2113.0,8472.0,1328.0,4680.0,1613.0,7621.0,850.0,2.5,458.259
1994.0,241.55757575757576,309.3212121212121,500.3878787878788,623.2545454545455,730.9636363636364,829.9030303030303,823.0,809.8484848484849,759.9030303030303,649.0,510.8424242424242,386.53939393939396,597.8787878787879,61.987878787878785,108.0,272.44242424242424,370.06666666666666,470.75757575757575,598.1575757575757,603.030303030303,576.8666666666667,519.6424242424242,422.44242424242424,318.06060606060606,221.0787878787879,378.53333333333336,155.8,115.63030303030303,75.0060606060606,413.04242424242426,208.36969696969697,456.72727272727275,381.23636363636365,328.7878787878788,278.6363636363636,211.34545454545454,324.7090909090909,138.6909090909091,3088.2363636363634,78921.0,72514.0,138.6,10051.0,850.0,10910.0,2177.0,5460.0,1715.0,9352.0,1558.0,2.26,532.793
1995.0,306.75,377.8109756097561,490.4451219512195,570.0670731707318,670.579268292683,810.9146341463414,856.7073170731708,870.420731707317,735.560975609756,632.8414634146342,426.469512195122,334.2256097560976,590.2378048780488,140.8658536585366,162.8780487804878,280.8109756097561,346.3475609756098,464.4146341463415,586.829268292683,623.4329268292682,651.5182926829268,488.0548780487805,394.75,224.6219512195122,156.5670731707317,376.7682926829268,166.02439024390245,69.82926829268293,236.39634146341464,368.5426829268293,668.030487804878,339.780487804878,340.7134146341463,373.8231707317073,210.359756097561,254.65243902439025,163.40853658536585,107.22560975609755,3298.9451219512193,71479.0,65210.0,113.5,7400.0,1558.0,8974.0,2228.0,4693.0,1628.0,8548.0,426.0,3.24,395.68
1996.0,283.34177215189874,372.4746835443038,423.2151898734177,589.8037974683544,679.4177215189874,808.6392405063291,823.1582278481013,822.9050632911392,728.506329113924,644.3354430379746,389.1392405063291,323.7721518987342,574.0569620253165,82.79113924050633,157.58227848101265,191.58860759493672,334.5379746835443,481.54430379746833,588.5379746835443,597.8987341772151,600.493670886076,505.0506329113924,396.1645569620253,228.33544303797467,156.7594936708861,360.1012658227848,201.34810126582278,59.87341772151899,160.33544303797467,340.4873417721519,677.4303797468355,406.8987341772152,382.38607594936707,306.6645569620253,353.746835443038,210.78481012658227,318.1012658227848,141.95569620253164,3560.240506329114,79229.0,72644.0,127.1,9233.0,426.0,9672.0,1797.0,5277.0,1714.0,8789.0,883.0,2.71,428.721
1997.0,277.61728395061726,368.38271604938274,497.74074074074076,562.8024691358024,671.0370370370371,808.3888888888889,847.0185185185185,804.1358024691358,765.3456790123457,641.716049382716,427.4938271604938,362.01234567901236,586.1111111111111,81.01234567901234,196.9320987654321,267.11728395061726,326.55555555555554,428.7716049382716,582.9506172839506,620.425925925926,589.2037037037037,523.358024691358,402.08641975308643,261.7345679012346,226.6851851851852,375.5740740740741,177.0,198.22222222222223,212.90740740740742,218.20987654320987,391.2654320987654,433.0246913580247,305.98765432098764,343.4259259259259,262.5740740740741,248.12345679012347,159.9506172839506,118.05555555555556,3068.9135802469136,79537.0,72671.0,126.7,9207.0,883.0,10099.0,1504.0,5482.0,1804.0,8791.0,1308.0,2.43,487.73199999999997
1998.0,343.69375,434.825,434.41875,613.00625,766.74375,784.78125,841.46875,838.70625,816.83125,645.39375,507.1875,409.73125,619.70625,192.8625,285.75,270.21875,389.46875,528.75,575.44375,634.54375,624.2875,555.2125,424.9625,320.45625,205.0875,417.2625,166.50625,156.0125,345.6125,405.4125,409.04375,687.08125,394.40625,349.61875,169.61875,400.10625,212.08125,103.6875,3799.3625,80165.0,72589.0,134.4,9759.0,1308.0,11085.0,1981.0,5472.0,1846.0,9298.0,1787.0,1.94,517.82
1999.0,309.0691823899371,439.12578616352204,477.9874213836478,608.7295597484276,725.7169811320755,796.4654088050314,877.1823899371069,822.7924528301887,764.1006289308176,653.37106918239,581.3899371069182,398.17610062893084,621.1446540880503,126.54088050314465,243.8238993710692,257.7798742138365,401.188679245283,494.17610062893084,587.8993710691824,653.9433962264151,590.3270440251572,481.5157232704403,375.9559748427673,320.7295597484277,201.70440251572327,394.62264150943395,255.1823899371069,166.0817610062893,141.16352201257862,481.0188679245283,423.4025157232704,508.1006289308176,378.42138364779873,312.66037735849056,186.0440251572327,114.67924528301887,68.81132075471699,156.91194968553458,3192.85534591195,77386.0,70487.0,133.8,9431.0,1787.0,11232.0,1937.0,5664.0,1913.0,9515.0,1718.0,1.82,565.8472
2000.0,342.1523178807947,440.2582781456954,547.9933774834437,620.225165562914,746.8344370860927,797.2450331125827,833.205298013245,845.615894039735,771.9536423841059,668.4701986754967,424.3841059602649,232.9337748344371,605.9139072847682,137.97350993377484,235.35761589403972,314.8675496688742,361.9205298013245,507.5165562913907,565.7880794701987,620.5496688741722,621.4172185430464,507.11920529801324,426.47682119205297,253.3112582781457,55.70198675496689,383.9933774834437,118.47682119205298,195.09271523178808,168.26490066225165,229.27152317880794,368.9072847682119,556.1258278145696,400.34437086092714,317.05298013245033,274.1920529801325,222.72185430463577,269.19867549668874,174.64900662251657,3294.4834437086092,79551.0,72440.0,136.9,9915.0,1718.0,11639.0,1941.0,5842.0,1957.0,9740.0,1899.0,1.85,629.8272
2001.0,326.848275862069,323.80689655172415,431.4413793103448,650.048275862069,731.2965517241379,797.6068965517242,859.8689655172413,847.6068965517242,743.5724137931035,628.4413793103448,584.7586206896551,408.84137931034485,611.1448275862069,151.7655172413793,140.46206896551723,239.31724137931033,409.6413793103448,504.75172413793103,572.4275862068965,638.8827586206896,617.9724137931034,507.00689655172414,396.60689655172416,352.2413793103448,230.24137931034483,396.73793103448276,119.84827586206896,217.7448275862069,104.4,342.8758620689655,531.0206896551724,367.19310344827585,404.2206896551724,326.7655172413793,348.93793103448274,415.60689655172416,233.7793103448276,166.53793103448277,3579.193103448276,75702.0,68768.0,138.2,9503.0,1899.0,11412.0,1905.0,5864.0,2046.0,9815.0,1596.0,1.97,707.2384615
2002.0,394.4109589041096,420.2945205479452,426.1027397260274,615.7397260273973,686.6643835616438,841.5616438356165,886.3493150684932,837.1369863013699,788.2123287671233,568.6369863013699,461.527397260274,395.02054794520546,610.1095890410959,192.54109589041096,206.31506849315068,213.8013698630137,380.541095890411,442.54794520547944,608.0205479452055,649.3493150684932,613.3767123287671,534.1986301369863,372.44520547945206,265.3013698630137,198.31506849315068,389.75342465753425,104.67123287671232,109.65753424657534,217.3013698630137,361.56849315068496,484.2191780821918,353.7945205479452,283.0821917808219,437.1095890410959,222.07534246575344,311.9657534246575,79.97260273972603,115.04109589041096,3080.7671232876714,78894.0,69330.0,129.3,8968.0,1596.0,10578.0,1588.0,5563.0,2340.0,9491.0,1087.0,2.32,995.503937
2003.0,302.1830985915493,321.2323943661972,491.0633802816901,628.3239436619718,698.0633802816901,780.0,853.3098591549295,860.8591549295775,742.7183098591549,657.7464788732394,472.09154929577466,376.943661971831,598.6971830985915,107.61971830985915,121.12676056338029,254.16901408450704,383.51408450704224,469.49295774647885,553.112676056338,618.4788732394367,619.0492957746479,487.7535211267606,392.86619718309856,283.14084507042253,214.07042253521126,375.33098591549293,62.92253521126761,128.3732394366197,146.14084507042253,310.7535211267606,472.0281690140845,414.86619718309856,429.8098591549296,195.92253521126761,381.943661971831,147.41549295774647,276.26056338028167,147.6549295774648,3114.2464788732395,78603.0,70944.0,142.2,10087.0,1087.0,11188.0,1900.0,5793.0,2537.0,10230.0,958.0,2.42,1167.547727
2004.0,293.3034482758621,349.0344827586207,518.4827586206897,640.5586206896552,727.6758620689656,779.8206896551724,816.2137931034483,785.8,792.3862068965517,636.1241379310345,503.951724137931,376.2206896551724,601.6344827586207,104.53793103448275,159.95172413793102,313.7241379310345,379.5310344827586,499.1310344827586,557.4827586206897,604.5241379310345,556.4,535.1724137931035,417.5448275862069,322.1034482758621,181.4344827586207,385.9793103448276,166.50344827586207,86.84137931034483,316.06206896551726,171.62758620689655,599.9586206896552,320.4689655172414,461.0896551724138,365.9793103448276,281.3586206896552,298.31724137931036,276.8,110.22068965517241,3455.3241379310343,80929.0,73631.0,160.3,11806.0,958.0,12775.0,1818.0,6157.0,2686.0,10661.0,2114.0,2.06,1323.212528
2005.0,303.8705035971223,413.40287769784175,474.55395683453236,646.3309352517986,704.7338129496403,832.0647482014389,864.863309352518,839.2446043165468,805.4244604316547,649.841726618705,520.3237410071943,306.2158273381295,613.3669064748201,142.6043165467626,229.01438848920864,252.5611510791367,403.8345323741007,461.10791366906477,610.431654676259,632.0935251798561,612.9856115107914,551.4388489208633,412.84892086330933,300.75539568345323,155.6474820143885,397.1438848920863,321.568345323741,156.55395683453239,140.84892086330936,289.0431654676259,315.9640287769784,427.33812949640287,316.1438848920863,361.36690647482015,335.37410071942446,160.40287769784172,254.33093525179856,122.63309352517986,3201.928057553957,81779.0,75117.0,147.9,11112.0,2114.0,13235.0,2134.0,6153.0,2981.0,11268.0,1967.0,2.0,1603.3244439999999
2006.0,436.3034482758621,379.7655172413793,475.4344827586207,672.5931034482759,719.4,821.3862068965517,877.248275862069,833.5379310344828,719.8689655172413,598.5793103448276,505.5103448275862,414.44827586206895,621.1931034482759,260.5793103448276,157.57241379310344,281.68275862068964,414.48275862068965,491.4206896551724,582.1172413793104,644.6137931034483,620.9793103448276,496.9793103448276,377.07586206896553,296.2344827586207,230.61379310344827,404.4896551724138,161.94482758620688,73.49655172413793,362.9862068965517,371.9103448275862,315.6275862068965,309.6413793103448,319.68275862068964,463.4896551724138,381.8551724137931,265.5103448275862,198.12413793103448,294.42758620689654,3518.88275862069,78327.0,70638.0,149.1,10531.0,1967.0,12510.0,2125.0,5591.0,3490.0,11206.0,1304.0,3.04,2119.493852
2007.0,331.0074074074074,273.962962962963,545.9185185185186,589.237037037037,765.674074074074,821.2444444444444,850.4074074074074,861.0296296296297,790.4074074074074,675.9037037037037,498.9259259259259,319.4074074074074,610.2518518518518,161.54814814814816,99.3037037037037,331.89629629629627,359.962962962963,521.4592592592593,590.0592592592593,616.7407407407408,639.9851851851852,529.1037037037037,450.97777777777776,277.94074074074075,158.45185185185184,394.8,201.8074074074074,185.46666666666667,283.2,370.26666666666665,376.77777777777777,357.22962962962964,302.48148148148147,548.9851851851852,256.89629629629627,418.9259259259259,99.06666666666666,282.0962962962963,3683.348148148148,93527.0,86520.0,150.7,13038.0,1304.0,14362.0,2437.0,5858.0,4442.0,12737.0,1624.0,4.2,3049.214074
2008.0,305.58015267175574,312.9618320610687,453.46564885496184,583.4656488549618,690.0458015267176,809.2290076335878,844.3129770992366,821.9160305343512,758.6335877862596,631.1984732824427,477.3206106870229,314.0229007633588,583.4274809160305,111.86259541984732,129.45801526717557,248.50381679389312,360.6564885496183,452.46564885496184,584.5725190839695,620.6183206106871,588.0992366412214,525.4580152671756,398.206106870229,287.77862595419845,110.87022900763358,368.1832061068702,136.55725190839695,235.5114503816794,273.23664122137404,392.8320610687023,546.5114503816794,620.7557251908397,442.25954198473283,201.10687022900763,438.793893129771,353.8167938931298,153.1679389312977,273.36641221374043,4068.1755725190837,85982.0,78570.0,153.3,12043.0,1624.0,13681.0,1849.0,5134.0,5025.0,12008.0,1673.0,4.06,3708.88904
2009.0,277.42748091603056,393.30534351145036,498.09923664122135,595.412213740458,721.4809160305343,798.7099236641221,794.2824427480916,800.2977099236641,751.2671755725191,544.8931297709923,541.3511450381679,301.30534351145036,584.8625954198474,73.79389312977099,177.10687022900763,270.68702290076334,367.14503816793894,480.3587786259542,583.5801526717557,580.7251908396946,581.8167938931298,524.4656488549618,374.7709923664122,334.412213740458,146.49618320610688,374.587786259542,82.29770992366412,156.13740458015266,253.75572519083968,397.8473282442748,379.0381679389313,470.3587786259542,371.21374045801525,434.0458015267176,208.95419847328245,607.1984732824427,126.57251908396947,257.2671755725191,3744.977099236641,86382.0,79490.0,164.4,13067.0,1673.0,14748.0,1980.0,5099.0,5961.0,13040.0,1708.0,3.55,4591.157
2010.0,260.9851851851852,303.15555555555557,507.35555555555555,683.1333333333333,719.3629629629629,822.5925925925926,856.9629629629629,864.6370370370371,765.9629629629629,687.4296296296296,502.9925925925926,302.0,606.3407407407408,110.98518518518519,131.37777777777777,309.1259259259259,423.72592592592594,494.56296296296296,608.1037037037037,646.3037037037037,633.8666666666667,517.9925925925926,401.94074074074075,280.22222222222223,136.11111111111111,391.1777777777778,107.77037037037037,111.54814814814814,224.82962962962964,294.74074074074076,427.68888888888887,794.8,514.762962962963,331.45185185185187,371.2814814814815,114.25185185185185,248.53333333333333,129.03703703703704,3670.948148148148,88192.0,81446.0,152.6,12425.0,1708.0,14161.0,1834.0,4773.0,6426.0,13033.0,1128.0,5.18,5018.741
2011.0,269.09322033898303,348.1525423728813,467.271186440678,603.4745762711865,701.4915254237288,806.271186440678,886.228813559322,843.8559322033898,733.6694915254237,664.2542372881356,517.0254237288135,399.95762711864404,603.3813559322034,94.52542372881356,155.364406779661,269.85593220338984,384.9406779661017,480.4491525423729,590.542372881356,670.3050847457627,611.9152542372881,494.6186440677966,404.1694915254237,306.1186440677966,221.10169491525423,390.3898305084746,116.50847457627118,210.22033898305085,194.15254237288136,550.957627118644,544.7966101694915,501.70338983050846,367.06779661016947,286.8305084745763,249.1949152542373,187.21186440677965,289.6864406779661,223.52542372881356,3722.101694915254,91936.0,83879.0,146.8,12314.0,1128.0,13471.0,1541.0,4520.0,6421.0,12482.0,989.0,6.22,5000.032
2012.0,388.56,406.512,640.688,649.4,779.344,842.464,925.392,851.28,770.2,608.552,504.616,394.2,646.776,184.968,217.952,394.312,399.696,520.256,584.648,665.784,579.224,488.536,380.184,274.944,213.688,408.68,134.136,153.248,167.488,319.672,331.848,248.64,167.536,269.872,283.32,280.312,86.672,187.944,2630.992,97291.0,87365.0,123.1,10755.0,989.0,11904.0,730.0,4315.0,6038.0,11083.0,821.0,6.89,4641.127
2013.0,342.872,350.632,408.552,561.368,716.224,800.648,831.312,831.68,794.92,623.944,459.392,311.592,586.064,145.424,169.04,220.304,338.712,490.416,584.48,612.896,604.256,542.48,400.024,253.76,116.736,373.256,219.912,164.096,190.624,529.512,579.488,460.84,260.864,187.056,223.088,339.136,169.112,174.336,3498.312,95365.0,87451.0,158.1,13829.0,821.0,14686.0,1920.0,5041.0,6493.0,13454.0,1232.0,4.46,5123.69
2014.0,291.224,273.928,437.904,612.576,724.376,811.2,809.824,821.936,747.464,641.184,417.504,367.136,579.728,62.416,70.672,202.256,366.128,488.704,599.296,583.992,616.936,510.592,406.672,215.272,231.736,362.904,108.392,159.728,107.6,417.792,331.456,751.976,272.8,495.168,350.544,308.96,132.984,152.752,3590.304,90597.0,83136.0,171.0,14216.0,1232.0,15479.0,1864.0,5324.0,6560.0,13748.0,1731.0,3.7,5200.09
